Shelton city	Connecticut	41334	[[-73.2048, 41.254596], [-73.065051, 41.376695999999995]]
Buffalo Grove village	Illinois	41346	[[-87.94739500000001, 42.181725], [-87.94497500000001, 42.18255200000001]]
Coppell city	Texas	41360	[[-97.03262400000001, 32.922607], [-96.932727, 32.994501]]
Cedar Falls city	Iowa	41390	[[-92.504198, 42.464402], [-92.40613, 42.574136]]
Woonsocket city	Rhode Island	41406	[[-71.5401384, 41.979049399999994], [-71.4581855, 42.01780159999999]]
Findlay city	Ohio	41422	[[-83.689404, 40.992654], [-83.57347099999998, 41.089934]]
Penn Hills township	Pennsylvania	41555	[[-79.889997, 40.4360892], [-79.777597, 40.518391]]
Sherman city	Texas	41567	[[-96.595587, 33.617405999999995], [-96.595422, 33.617594]]
Farmington city	New Mexico	41629	[[-108.28522000000001, 36.710286999999994], [-108.095754, 36.821580999999995]]
Berkeley township	New Jersey	41689	[[-74.32926300000001, 39.75683], [-74.076743, 39.9873561]]
Mount Laurel township	New Jersey	41738	[[-74.983717, 39.91427999999999], [-74.84855, 40.000745]]
Edmonds city	Washington	41840	[[-122.4381474, 47.7777347], [-122.31961500000001, 47.861616999999995]]
Danville city	Virginia	41898	[[-79.519301, 36.5408292], [-79.302583, 36.644537]]
Midland city	Michigan	41943	[[-84.318483, 43.565277], [-84.153922, 43.683689599999994]]
Winter Garden city	Florida	41988	[[-81.56475900000001, 28.564027], [-81.56456800000001, 28.564338999999997]]
State College borough	Pennsylvania	41992	[[-77.8861677, 40.76837010000001], [-77.8189976, 40.807251199999996]]
Urbana city	Illinois	42014	[[-88.17847999999998, 40.113879], [-88.17648699999998, 40.114216]]
Goose Creek city	South Carolina	42039	[[-80.144558, 32.910039999999995], [-79.92077719999999, 33.076482]]
Kearny town	New Jersey	42126	[[-74.164799, 40.710381], [-74.07520199999999, 40.786491]]
Ormond Beach city	Florida	42162	[[-81.19533999999999, 29.244578], [-81.02729300000001, 29.370355000000004]]
New Lenox township	Illinois	42172	[[-88.025905, 41.459175], [-87.90735400000001, 41.565608000000005]]
Moline city	Illinois	42250	[[-90.539833, 41.420958000000006], [-90.43163600000001, 41.518317]]
Burlington city	Vermont	42260	[[-73.276914, 44.44591930000001], [-73.1765849, 44.539253]]
North Brunswick township	New Jersey	42444	[[-74.531476, 40.4129823], [-74.41489500000002, 40.477942999999996]]
Linden city	New Jersey	42457	[[-74.29069900000002, 40.592691], [-74.19940799999999, 40.654926999999994]]
Brea city	California	42471	[[-117.9286993, 33.905651], [-117.77748199999999, 33.947634599999994]]
Moorhead city	Minnesota	42492	[[-96.80009749999999, 46.8114123], [-96.64765330000002, 46.919822999999994]]
Little Elm city	Texas	42504	[[-96.9769447, 33.139255000000006], [-96.8819671, 33.240458000000004]]
Prescott city	Arizona	42513	[[-112.529955, 34.51253500000001], [-112.37609799999998, 34.679944]]
Brentwood city	Tennessee	42517	[[-86.869444, 35.93256], [-86.6873, 36.044672]]
Rohnert Park city	California	42622	[[-122.7321151, 38.31428899999999], [-122.66698799999999, 38.37251500000001]]
Leander city	Texas	42761	[[-97.92796700000001, 30.515724], [-97.792327, 30.640556]]
San Bruno city	California	42957	[[-122.47281699999999, 37.604053], [-122.39999900000001, 37.64214990000001]]
Jefferson City city	Missouri	43013	[[-92.287547, 38.524693], [-92.03726300000002, 38.617633999999995]]
Urbandale city	Iowa	43018	[[-93.872227, 41.6147011], [-93.69763560000001, 41.672784]]
DeKalb city	Illinois	43194	[[-88.718247, 41.945150000000005], [-88.70342300000002, 41.955111]]
Freeport village	New York	43279	[[-73.60384099999999, 40.62337300000001], [-73.564632, 40.673548000000004]]
Marana town	Arizona	43474	[[-111.28738, 32.308701], [-111.027696, 32.511945999999995]]
Altamonte Springs city	Florida	43492	[[-81.40251, 28.664437], [-81.40168200000001, 28.664943]]
Manchester township	New Jersey	43546	[[-74.495277, 39.85480299999999], [-74.23154300000002, 40.055882]]
Rockwall city	Texas	43586	[[-96.495705, 32.86388699999999], [-96.37501099999999, 32.981995999999995]]
North Lauderdale city	Florida	43699	[[-80.1996928, 26.1865533], [-80.195608, 26.1896515]]
Lombard village	Illinois	43815	[[-88.05100060000001, 41.831492499999996], [-87.98725600000002, 41.915062]]
Pine Bluff city	Arkansas	43841	[[-92.09421700000001, 34.145229], [-91.920944, 34.275847]]
York city	Pennsylvania	43859	[[-76.7627, 39.942753], [-76.69944799999999, 39.991176]]
North Miami Beach city	Florida	43891	[[-80.2085683, 25.900431499999996], [-80.13089219999999, 25.9571715]]
Bountiful city	Utah	44078	[[-111.902122, 40.833728], [-111.811828, 40.9102536]]
El Centro city	California	44201	[[-115.595001, 32.752757], [-115.51811900000001, 32.81833]]
Cleveland city	Tennessee	44271	[[-84.95901900000001, 35.118939000000005], [-84.80422600000001, 35.242473000000004]]
Oakland Park city	Florida	44326	[[-80.1956042, 26.1513199], [-80.1168841, 26.209151600000002]]
Haltom City city	Texas	44361	[[-97.29363400000001, 32.77953900000001], [-97.23591900000001, 32.86097]]
Bothell city	Washington	44546	[[-122.2492325, 47.73234890000001], [-122.1635621, 47.814550999999994]]
Altoona city	Pennsylvania	44589	[[-78.432866, 40.465971], [-78.364935, 40.554998]]
Monroe township	New Jersey	44604	[[-74.49148720000001, 40.251122], [-74.352544, 40.385605999999996]]
Danville town	California	44631	[[-122.026142, 37.780084499999994], [-121.8915812, 37.8463]]
Strongsville city	Ohio	44631	[[-81.878053, 41.275044], [-81.785057, 41.35075]]
Cleveland Heights city	Ohio	44633	[[-81.60319799999999, 41.48277], [-81.529655, 41.545292]]
Cutler Bay town	Florida	44707	[[-80.37268699999998, 25.551900000000003], [-80.310146, 25.599559]]
Hackensack city	New Jersey	44756	[[-74.06838499999999, 40.858698], [-74.02473699999999, 40.913284999999995]]
Ocoee city	Florida	44820	[[-81.532196, 28.599241], [-81.53196200000001, 28.599642999999997]]
Sayreville borough	New Jersey	44905	[[-74.386158, 40.416596999999996], [-74.24365200000001, 40.509307]]
Chesterfield township	Michigan	44949	[[-82.85933899999999, 42.630234], [-82.729277, 42.720843]]
Bridgewater township	New Jersey	44999	[[-74.68792520000001, 40.5427245], [-74.51218300000001, 40.649311000000004]]
Burleson city	Texas	45016	[[-97.42854799999999, 32.45864099999999], [-97.26311860000001, 32.5718422]]
Blacksburg town	Virginia	45038	[[-80.48067809999999, 37.1838918], [-80.3791226, 37.27693280000001]]
Bozeman city	Montana	45250	[[-111.08200099999999, 45.679423], [-111.08140900000001, 45.679977]]
Fort Pierce city	Florida	45295	[[-80.34656000000001, 27.469329999999996], [-80.346375, 27.469825999999998]]
Beaumont city	California	45349	[[-117.07107599999999, 33.827614], [-116.91092800000001, 33.96511400000001]]
Evesham township	New Jersey	45351	[[-74.95722300000003, 39.781631], [-74.86230699999999, 39.919827999999995]]
Binghamton city	New York	45672	[[-75.95015000000001, 42.071861999999996], [-75.85708199999999, 42.131775000000005]]
South Brunswick township	New Jersey	45725	[[-74.62387899999999, 40.328463], [-74.436837, 40.441382999999995]]
Newark city	California	45810	[[-122.070899, 37.477631099999996], [-121.98779060000001, 37.5636823]]
West Lafayette city	Indiana	45872	[[-86.94582970000002, 40.415614], [-86.887886, 40.489633]]
Biloxi city	Mississippi	45975	[[-88.88612260000001, 30.359447], [-88.817088, 30.389878900000003]]
Titusville city	Florida	46019	[[-80.819572, 28.641303], [-80.819007, 28.644578000000003]]
Middletown city	Ohio	46064	[[-84.42224279999999, 39.459838399999995], [-84.29251500000001, 39.549033200000004]]
Beavercreek city	Ohio	46376	[[-84.10651, 39.680862], [-84.0082779, 39.779043800000004]]
Keller city	Texas	46646	[[-97.266147, 32.892363], [-97.17679799999998, 32.9785515]]
Mansfield city	Ohio	46678	[[-82.55165300000002, 40.72972200000001], [-82.551467, 40.72995900000001]]
Winfield township	Illinois	46727	[[-88.17949599999999, 41.854032999999994], [-88.12458699999999, 41.901661999999995]]
Mentor city	Ohio	46732	[[-81.39095400000001, 41.640208], [-81.29072500000001, 41.757452]]
Columbus city	Indiana	46850	[[-86.006192, 39.120596000000006], [-85.850864, 39.274856]]
East Lansing city	Michigan	46910	[[-84.51350500000001, 42.697262], [-84.438874, 42.800976]]
Hattiesburg city	Mississippi	46926	[[-89.41660200000001, 31.185828], [-89.22426600000001, 31.405133999999997]]
Jeffersonville city	Indiana	47124	[[-85.75796500000001, 38.266981], [-85.63640099999999, 38.400811]]
West Orange township	New Jersey	47249	[[-74.305049, 40.757392], [-74.22089, 40.826557]]
Draper city	Utah	47328	[[-111.92198900000001, 40.442553800000006], [-111.78316400000001, 40.5443511]]
Salina city	Kansas	47336	[[-97.580954, 38.858433999999995], [-97.580868, 38.858518000000004]]
East Providence city	Rhode Island	47337	[[-71.39500699999999, 41.744812100000004], [-71.31777, 41.8613]]
Apex town	North Carolina	47349	[[-78.84324500000001, 35.685272000000005], [-78.84267799999999, 35.685649]]
Euclid city	Ohio	47360	[[-81.553655, 41.545331000000004], [-81.4880331, 41.6350847]]
San Jacinto city	California	47413	[[-117.06059300000001, 33.7513486], [-116.91755100000002, 33.838286]]
Glenview village	Illinois	47475	[[-87.823019, 42.060058000000005], [-87.82211199999999, 42.060768]]
San Luis Obispo city	California	47536	[[-120.72297699999999, 35.233002000000006], [-120.61777279999998, 35.311989999999994]]
Roseville city	Michigan	47602	[[-82.968991, 42.479805999999996], [-82.90314300000001, 42.539784]]
Chesterfield city	Missouri	47659	[[-90.67850499999999, 38.6106253], [-90.488168, 38.69278800000001]]
Lacey city	Washington	47688	[[-122.83922720000001, 46.980480299999996], [-122.7382467, 47.1192962]]
Wylie city	Texas	47701	[[-96.5956161, 32.9682693], [-96.4232081, 33.10033030000001]]
Alexandria city	Louisiana	47832	[[-92.503486, 31.307677], [-92.500783, 31.309954000000005]]
Kannapolis city	North Carolina	47839	[[-80.715828, 35.447495999999994], [-80.71458200000001, 35.449322]]
Lawrence city	Indiana	47866	[[-86.055504, 39.827757], [-85.93806020000001, 39.91304099999999]]
Wauwatosa city	Wisconsin	47945	[[-88.0670329, 43.0307], [-87.98398, 43.104523]]
Madison city	Alabama	47959	[[-86.70732900000002, 34.71406699999999], [-86.707237, 34.714403999999995]]
Huntington city	West Virginia	48113	[[-82.35408699999999, 38.417289999999994], [-82.35334199999998, 38.417956999999994]]
Roswell city	New Mexico	48184	[[-104.586274, 33.280154], [-104.47535699999999, 33.459725]]
Twin Falls city	Idaho	48260	[[-114.44414700000002, 42.59191200000001], [-114.440388, 42.594983]]
Texas City city	Texas	48262	[[-95.07827599999999, 29.300965000000005], [-94.71428500000002, 29.566375999999998]]
Cedar Hill city	Texas	48343	[[-97.02122900000002, 32.534919], [-96.890434, 32.639408]]
Portage city	Michigan	48508	[[-85.551855, 42.228607000000004], [-85.550906, 42.229811000000005]]
Bloomfield township	New Jersey	48539	[[-74.21189000000001, 40.76804800000001], [-74.16263079999999, 40.848799]]
Smyrna town	Tennessee	48596	[[-86.605127, 35.932744], [-86.58461000000001, 35.946293999999995]]
East Brunswick township	New Jersey	48630	[[-74.4860281, 40.371106999999995], [-74.355854, 40.487319]]
Niagara Falls city	New York	48632	[[-79.07564749999999, 43.064269499999995], [-78.9423702, 43.13207270000001]]
Mishawaka city	Indiana	48679	[[-86.2158454, 41.623977000000004], [-86.09746300000002, 41.73066]]
Sheboygan city	Wisconsin	48686	[[-87.75791300000002, 43.750204], [-87.75726900000002, 43.751076999999995]]
Minot city	North Dakota	48743	[[-101.342952, 48.191644], [-101.18766600000001, 48.283041]]
St. Louis Park city	Minnesota	48747	[[-93.41062900000003, 44.919571], [-93.32872499999999, 44.978588]]
Harrisburg city	Pennsylvania	48904	[[-76.92449, 40.237571], [-76.836394, 40.326716000000005]]
Cypress city	California	48906	[[-118.0633227, 33.79200270000001], [-118.0107648, 33.8461981]]
Rancho Santa Margarita city	California	48969	[[-117.63825990000001, 33.586033900000004], [-117.5520253, 33.669843]]
Newark city	Ohio	49134	[[-82.47482500000001, 40.06492], [-82.474179, 40.06506]]
Charleston city	West Virginia	49138	[[-81.72777699999999, 38.30487399999999], [-81.70359900000001, 38.34120099999999]]
Collierville town	Tennessee	49177	[[-89.74374900000001, 35.006217], [-89.64088749999999, 35.11086699999999]]
Cuyahoga Falls city	Ohio	49206	[[-81.58112200000001, 41.137379], [-81.580568, 41.13831200000001]]
Murray city	Utah	49230	[[-111.932071, 40.6260647], [-111.83411400000001, 40.684090399999995]]
Monroe city	Louisiana	49297	[[-92.13116000000001, 32.42969], [-92.086426, 32.44829]]
Summerville town	South Carolina	49323	[[-80.17262199999999, 32.999934], [-80.17237599999997, 33.00025]]
Apopka city	Florida	49458	[[-81.566867, 28.697912000000002], [-81.56649300000001, 28.698112]]
Stillwater city	Oklahoma	49504	[[-97.1495688, 36.0790554], [-97.0153924, 36.2045006]]
Bedford city	Texas	49528	[[-97.168628, 32.822086], [-97.0997219, 32.86778399999999]]
Wilson city	North Carolina	49620	[[-77.95003799999999, 35.704194], [-77.950018, 35.704253]]
Azusa city	California	49628	[[-117.94364980000002, 34.106734], [-117.881345, 34.168206000000005]]
Lakewood city	Ohio	50279	[[-81.843982, 41.463246999999996], [-81.76857199999999, 41.500048]]
Coeur d'Alene city	Idaho	50285	[[-116.85369999999999, 47.657827999999995], [-116.73063400000001, 47.744973]]
Galveston city	Texas	50550	[[-95.12993499999999, 29.067156], [-94.62389799999998, 29.399399]]
Plainfield city	New Jersey	50636	[[-74.463351, 40.594502000000006], [-74.38279099999998, 40.644191]]
Logan city	Utah	50676	[[-111.90172100000001, 41.675281], [-111.779733, 41.797344]]
Coral Gables city	Florida	50815	[[-80.3013, 25.609988000000005], [-80.195626, 25.771771700000002]]
Burien city	Washington	50997	[[-122.40765590000002, 47.431214499999996], [-122.292456, 47.5068913]]
Enid city	Oklahoma	51004	[[-97.98446700000001, 36.31871], [-97.76499400000002, 36.466801]]
Olympia city	Washington	51202	[[-122.96459800000001, 47.0005779], [-122.82313819999999, 47.078086]]
Edina city	Minnesota	51350	[[-93.40157590000001, 44.859790999999994], [-93.318756, 44.930599]]
Aliso Viejo city	California	51424	[[-117.7571015, 33.544232], [-117.7008157, 33.6088496]]
Grand Island city	Nebraska	51517	[[-98.43145500000001, 40.854991999999996], [-98.28821300000001, 40.98888099999999]]
Battle Creek city	Michigan	51534	[[-85.15497199999999, 42.336186], [-85.131951, 42.35362399999999]]
Kentwood city	Michigan	51689	[[-85.66486400000001, 42.85446979999999], [-85.5446861, 42.941188]]
Hoffman Estates village	Illinois	51738	[[-88.220142, 42.060966], [-88.21373799999999, 42.06628]]
Oak Park township	Illinois	51774	[[-87.80574799999998, 41.864979999999996], [-87.774132, 41.909254]]
Florissant city	Missouri	51776	[[-90.397367, 38.76697600000001], [-90.27831199999999, 38.831948999999994]]
Glendora city	California	51851	[[-117.89003699999999, 34.10548], [-117.793532, 34.178607]]
Tigard city	Oregon	51902	[[-122.8347082, 45.41593830000001], [-122.8329674, 45.418510600000005]]
Apple Valley city	Minnesota	51957	[[-93.24892700000001, 44.717345], [-93.151344, 44.776269]]
Grapevine city	Texas	51971	[[-97.129669, 32.878493], [-97.0159113, 32.993643]]
La Crosse city	Wisconsin	52109	[[-91.25547069999999, 43.8506199], [-91.25481760000001, 43.85096239999999]]
Pinellas Park city	Florida	52137	[[-82.68533999999998, 27.892101999999998], [-82.68514599999999, 27.892181]]
Stratford town	Connecticut	52148	[[-73.16570279999998, 41.14628], [-73.08675199999999, 41.26858200000001]]
Joplin city	Missouri	52195	[[-94.48332300000001, 37.033145000000005], [-94.478927, 37.036860499999996]]
Elkhart city	Indiana	52221	[[-85.98463000000001, 41.638609], [-85.96960200000001, 41.65363]]
Placentia city	California	52228	[[-117.88502279999999, 33.853603899999996], [-117.8164366, 33.9101951]]
Howell township	New Jersey	52245	[[-74.270285, 40.09881200000001], [-74.13021060000001, 40.26111300000001]]
Minnetonka city	Minnesota	52369	[[-93.523343, 44.891272], [-93.39906, 44.97884]]
Perth Amboy city	New Jersey	52499	[[-74.29222600000001, 40.494507], [-74.24606900000002, 40.544599]]
DeSoto city	Texas	52599	[[-96.90846330000001, 32.565004], [-96.82227029999999, 32.647606999999994]]
Burlington city	North Carolina	52709	[[-79.53226000000001, 36.080878], [-79.531846, 36.081959]]
Kingsport city	Tennessee	52806	[[-82.67395199999999, 36.434314], [-82.381367, 36.594605]]
Lenexa city	Kansas	52903	[[-94.908962, 38.915035], [-94.7050286, 38.99291900000001]]
West Sacramento city	California	52981	[[-121.58834499999999, 38.501875999999996], [-121.50626900000002, 38.604603999999995]]
Caldwell city	Idaho	53149	[[-116.72312600000001, 43.633320000000005], [-116.71306700000001, 43.636998000000006]]
Albany city	Oregon	53211	[[-123.14740300000001, 44.577575], [-123.032656, 44.676747]]
Southaven city	Mississippi	53214	[[-90.079466, 34.902816], [-89.91861300000002, 34.995089]]
West New York town	New Jersey	53343	[[-74.02361400000001, 40.774384], [-73.992883, 40.79655700000001]]
Wheaton city	Illinois	53389	[[-88.151555, 41.818334], [-88.07539099999998, 41.895328000000006]]
Bellevue city	Nebraska	53505	[[-95.956646, 41.131013100000004], [-95.94710900000003, 41.136034]]
Elyria city	Ohio	53715	[[-82.179459, 41.333028], [-82.04308300000001, 41.418462]]
Lake Havasu City city	Arizona	53743	[[-114.3758094, 34.44908099999999], [-114.34715380000002, 34.4749018]]
Bristol township	Pennsylvania	53771	[[-74.87487259999999, 40.09131130000001], [-74.8340453, 40.1179459]]
Palm Beach Gardens city	Florida	53778	[[-80.26936020000001, 26.785261199999997], [-80.05722430000002, 26.8982042]]
Pensacola city	Florida	53779	[[-87.25934, 30.363153], [-87.12614799999999, 30.510595000000002]]
Libertyville township	Illinois	53803	[[-88.022622, 42.245229], [-87.92485, 42.324639999999995]]
St. Cloud city	Minnesota	53853	[[-94.0542087, 45.5591936], [-94.03612150000001, 45.56671600000001]]
Milford city	Connecticut	54054	[[-73.122453, 41.16932020000001], [-72.99028000000001, 41.276596000000005]]
Mount Prospect village	Illinois	54171	[[-87.975636, 42.022564], [-87.88862300000001, 42.102391000000004]]
Bonita Springs city	Florida	54198	[[-81.886444, 26.316129], [-81.6579, 26.407421999999997]]
Normal township	Illinois	54274	[[-89.06045400000001, 40.491672], [-88.91380600000001, 40.56219800000001]]
Hoboken city	New Jersey	54379	[[-74.0439878, 40.730321], [-74.013784, 40.759099]]
Irvington township	New Jersey	54425	[[-74.25629, 40.708290000000005], [-74.209489, 40.7434]]
Blue Springs city	Missouri	54431	[[-94.22476, 39.027048], [-94.221198, 39.029498000000004]]
Casa Grande city	Arizona	54534	[[-111.91231, 32.777503], [-111.63653079999999, 32.99662]]
Wayne township	New Jersey	54690	[[-74.2892791, 40.882870999999994], [-74.19554099999999, 41.014039999999994]]
Colton city	California	54712	[[-117.36809799999999, 34.0187434], [-117.26951400000002, 34.095469]]
Carson City	Nevada	54742	[[-120.00449300000001, 39.084796], [-119.54830799999999, 39.250871]]
Pocatello city	Idaho	54746	[[-112.39339199999999, 42.899519000000005], [-112.393232, 42.899696]]
Euless city	Texas	54769	[[-97.15598299999999, 32.810593999999995], [-97.03308799999999, 32.881620899999994]]
Manhattan city	Kansas	54820	[[-96.58257139999999, 39.222579300000014], [-96.581359, 39.224337500000004]]
Kettering city	Ohio	54836	[[-84.21472900000002, 39.65495], [-84.100327, 39.736801]]
Huntersville town	North Carolina	54839	[[-80.762955, 35.417511], [-80.75574599999999, 35.424411]]
Highland city	California	54939	[[-117.261036, 34.076909], [-117.063355, 34.142300000000006]]
Richland city	Washington	54989	[[-119.4004448, 46.19840800000001], [-119.211582, 46.3705761]]
Gilroy city	California	55069	[[-121.64279529999999, 36.9702487], [-121.5193503, 37.0482937]]
Anderson city	Indiana	55130	[[-85.76314440000002, 40.019434499999996], [-85.6009657, 40.159155000000005]]
Shoreline city	Washington	55333	[[-122.3948511, 47.733760000000004], [-122.29213279999999, 47.77804530000001]]
Port Arthur city	Texas	55427	[[-94.106597, 29.631021000000004], [-93.8221416, 30.032348]]
Rocky Mount city	North Carolina	55466	[[-77.818327, 36.048251], [-77.817828, 36.048646]]
Bethlehem city	Pennsylvania	55549	[[-75.43123030000001, 40.57805390000001], [-75.30299249999999, 40.67257490000001]]
Hempstead village	New York	55555	[[-73.643173, 40.684492999999996], [-73.59849, 40.721374000000004]]
Bradenton city	Florida	55687	[[-82.50369380000001, 27.497815900000003], [-82.50196910000001, 27.4983556]]
Berwyn city	Illinois	55748	[[-87.80419900000001, 41.821153], [-87.777803, 41.86539200000001]]
Dearborn Heights city	Michigan	55761	[[-83.312825, 42.26823000000001], [-83.21772400000002, 42.357054999999995]]
Novato city	California	56004	[[-122.62377629999997, 38.0394821], [-122.48367340000001, 38.1479824]]
Oswego township	Illinois	56076	[[-88.368783, 41.67653500000001], [-88.365101, 41.678646]]
Oak Lawn village	Illinois	56257	[[-87.7986951, 41.6832398], [-87.72033249999998, 41.734524]]
Valdosta city	Georgia	56474	[[-83.25057699999999, 30.882690999999998], [-83.250198, 30.88317]]
Fountain Valley city	California	56529	[[-117.9804753, 33.68678739999999], [-117.9151871, 33.73350890000001]]
Greenwood city	Indiana	56545	[[-86.16611809999999, 39.5711264], [-86.03998, 39.63693260000001]]
Sarasota city	Florida	56610	[[-82.59722000000002, 27.282524999999996], [-82.478641, 27.389208999999997]]
Smyrna city	Georgia	56664	[[-84.51152900000002, 33.890655], [-84.51110100000001, 33.891242999999996]]
Jackson township	New Jersey	56733	[[-74.46954300000002, 39.999033000000004], [-74.24153900000002, 40.17235500000001]]
Tinley Park village	Illinois	56831	[[-87.782648, 41.600749], [-87.780202, 41.602478000000005]]
New Brunswick city	New Jersey	56910	[[-74.4895, 40.467952000000004], [-74.392412, 40.509533000000005]]
Hendersonville city	Tennessee	57050	[[-86.67928599999999, 36.244203999999996], [-86.51642400000001, 36.369854]]
Corvallis city	Oregon	57110	[[-123.33623300000001, 44.519690999999995], [-123.23084, 44.606254]]
St. Peters city	Missouri	57289	[[-90.67732799999999, 38.721321], [-90.54920900000002, 38.830797]]
Midwest City city	Oklahoma	57305	[[-97.42412500000002, 35.433201], [-97.289602, 35.51516]]
Grand Forks city	North Dakota	57339	[[-97.19587499999999, 47.860166], [-97.009802, 47.969701]]
Piscataway township	New Jersey	57602	[[-74.51950300000001, 40.506009], [-74.40868060000001, 40.597188]]
Kokomo city	Indiana	57799	[[-86.184393, 40.425341], [-86.09136400000001, 40.534586999999995]]
Santee city	California	57834	[[-117.038446, 32.81564049999999], [-116.938079, 32.903465999999995]]
Margate city	Florida	57870	[[-80.2340361, 26.210740799999996], [-80.1904557, 26.274170400000003]]
Doral city	Florida	57947	[[-80.3871613, 25.781908], [-80.321017, 25.855294]]
Des Plaines city	Illinois	58141	[[-87.950074, 41.99534200000001], [-87.86008199999999, 42.079626999999995]]
White Plains city	New York	58241	[[-73.78984799999999, 40.982445], [-73.71952400000002, 41.069796000000004]]
Bowie city	Maryland	58393	[[-76.800051, 38.889735200000004], [-76.69331109999999, 39.012597]]
Union township	New Jersey	58512	[[-74.31222600000001, 40.670169], [-74.222252, 40.72226800000001]]
Arcadia city	California	58523	[[-118.06938799999999, 34.08700699999999], [-117.99145000000001, 34.179453]]
Dubuque city	Iowa	58531	[[-90.79441390000002, 42.437858], [-90.636727, 42.558201]]
Sanford city	Florida	58605	[[-81.267731, 28.777058000000004], [-81.26732600000001, 28.777199]]
Bartlett city	Tennessee	58622	[[-89.88786, 35.187295], [-89.74404200000001, 35.276037]]
Ankeny city	Iowa	58627	[[-93.67278909999997, 41.65211610000001], [-93.54143460000002, 41.7840746]]
Orland Park village	Illinois	58862	[[-87.852255, 41.5795175], [-87.84711100000001, 41.58565]]
San Rafael city	California	58954	[[-122.589722, 37.9388466], [-122.43542020000001, 38.029098700000006]]
Royal Oak city	Michigan	59006	[[-83.20438, 42.474168999999996], [-83.11073599999999, 42.54032]]
Woodland city	California	59068	[[-121.708185, 38.65499], [-121.67667699999998, 38.66933200000001]]
Springfield city	Ohio	59087	[[-83.869662, 39.887854999999995], [-83.70342400000001, 39.982856999999996]]
Great Falls city	Montana	59178	[[-111.2748807, 47.482243499999996], [-111.2734366, 47.4828142]]
Novi city	Michigan	59211	[[-83.55521, 42.43518], [-83.4336713, 42.527114000000005]]
Pflugerville city	Texas	59245	[[-97.6685538, 30.402358999999997], [-97.503134, 30.500387]]
Chapel Hill town	North Carolina	59246	[[-79.07226999999999, 35.96936], [-79.06258799999999, 35.972366]]
Ocala city	Florida	59253	[[-82.130727, 29.156077000000003], [-82.13018, 29.156927000000003]]
Owensboro city	Kentucky	59273	[[-87.058569, 37.79030500000001], [-87.05809099999999, 37.790668000000004]]
Frankfort township	Illinois	59278	[[-87.821922, 41.526871], [-87.819408, 41.528644]]
Casper city	Wyoming	59324	[[-106.332573, 42.763083], [-106.328943, 42.767447]]
Coconut Creek city	Florida	59405	[[-80.20295279999999, 26.2147522], [-80.16693269999999, 26.3278412]]
Dublin city	California	59583	[[-121.9877977, 37.697757200000005], [-121.832439, 37.7450996]]
Meriden city	Connecticut	59622	[[-72.859025, 41.49550300000001], [-72.74491230000001, 41.5789607]]
Pontiac city	Michigan	59698	[[-83.335033, 42.603839], [-83.24789600000001, 42.699623]]
St. Clair Shores city	Michigan	59775	[[-82.928579, 42.450619999999994], [-82.85513999999999, 42.540918000000005]]
La Mesa city	California	59948	[[-117.05376199999999, 32.74315000000001], [-116.981837, 32.79654300000001]]
Gardena city	California	60048	[[-118.326689, 33.86555930000001], [-118.29054040000001, 33.91646699999999]]
West Allis city	Wisconsin	60087	[[-88.060258, 42.977287999999994], [-88.05727, 42.979526]]
Noblesville city	Indiana	60183	[[-86.09032400000001, 39.9867324], [-85.8622408, 40.10180739999999]]
Idaho Falls city	Idaho	60211	[[-111.98408300000001, 43.47088099999999], [-111.98403, 43.471193]]
Taylorsville city	Utah	60436	[[-111.99154650000001, 40.629851], [-111.90782800000001, 40.686329]]
Vineland city	New Jersey	60525	[[-75.08712900000002, 39.377715], [-74.89662600000001, 39.5686048]]
Brentwood city	California	60532	[[-121.76003209999999, 37.8888313], [-121.6778037, 37.971248599999996]]
Cupertino city	California	60643	[[-122.09106590000002, 37.2784934], [-121.99583, 37.3403178]]
Lakewood city	Washington	60665	[[-122.57448099999999, 47.168389000000005], [-122.574454, 47.16912800000001]]
Terre Haute city	Indiana	60852	[[-87.40995400000001, 39.412382], [-87.40920400000002, 39.413943999999994]]
Marietta city	Georgia	60941	[[-84.529594, 33.991577], [-84.52899099999999, 33.99211000000001]]
Port Orange city	Florida	61105	[[-81.07240239999999, 29.045122999999997], [-80.96061900000002, 29.157231000000003]]
Lehi city	Utah	61130	[[-111.918773, 40.355947699999994], [-111.8184053, 40.471703399999996]]
National City city	California	61147	[[-117.13542199999999, 32.603094], [-117.04928000000001, 32.69329200000001]]
Taylor city	Michigan	61177	[[-83.308999, 42.18128659999999], [-83.228121, 42.269879]]
Burnsville city	Minnesota	61290	[[-93.329589, 44.717206999999995], [-93.22146400000001, 44.828987]]
Moore city	Oklahoma	61415	[[-97.521142, 35.290831000000004], [-97.41495500000002, 35.37066299999999]]
La Habra city	California	61664	[[-117.9765947, 33.9064049], [-117.9190178, 33.9460887]]
Springfield city	Oregon	61893	[[-123.04702000000002, 44.051502], [-123.046462, 44.05161699999999]]
Lakeville city	Minnesota	61938	[[-93.31873099999999, 44.62875200000001], [-93.15624199999999, 44.717831]]
San Marcos city	Texas	61980	[[-98.00292, 29.830122], [-97.990347, 29.842685999999997]]
Rowlett city	Texas	61999	[[-96.518391, 32.876516], [-96.510485, 32.880175]]
Hamilton city	Ohio	62127	[[-84.63024490000001, 39.33449699999999], [-84.491078, 39.45727899999999]]
